,desc,perc,selectionID,sport,temp,time,topBottom,win
25,2016 Masters: Will Jordan Spieth (USA) OR Smylie Kaufman (USA) BIRDIE the Par 4 18th?,73.9,unselectable,Golf,Warmer,2016-04-10 18:59:23,Bottom,Yes
26,NBA: Who will WIN this matchup?,59.5,unselectable,NBA,Warm,2016-04-10 19:11:00,Top,No
27,NHL: Who will WIN this matchup?,83.4,unselectable,NHL,Cold,2016-04-10 19:11:00,Bottom,Yes
28,Major League Soccer: What will be the match result?,91.7,unselectable,Soccer,Warmer,2016-04-10 19:17:00,Bottom,Yes
29,NHL: Who will WIN this matchup?,83.3,unselectable,NHL,Cold,2016-04-10 19:35:00,Bottom,Yes
30,NBA: Who will WIN this matchup?,98.7,unselectable,NBA,Hot,2016-04-10 19:40:00,Top,No
31,Major League Soccer: What will be the match result?,83.3,unselectable,Soccer,Hot,2016-04-10 21:37:00,Bottom,Yes
0,ATP Monte-Carlo Masters - 1st Rd: Who will WIN this matchup?,96.0,unselectable,Tennis,Hot,2016-04-11 09:31:48,Top,No
1,MLB: Who will WIN this matchup?,88.3,unselectable,MLB,Hot,2016-04-11 13:10:00,Bottom,Yes
2,MLB: Who will WIN this matchup?,86.6,unselectable,MLB,Hot,2016-04-11 14:05:00,Bottom,Yes
3,Spanish Primera Division: What will be the match result?,85.6,unselectable,Soccer,Warm,2016-04-11 14:30:00,Top,No
4,Italian Serie A: What will be the match result?,60.3,unselectable,Soccer,Warm,2016-04-11 14:45:00,Top,No
5,MLB: Who will WIN this matchup?,96.7,unselectable,MLB,Warmer,2016-04-11 19:07:00,Bottom,Yes
6,NBA (Hawks @ Cavaliers): How many POINTS will be SCORED?,73.9,unselectable,NBA,Warm,2016-04-11 19:10:00,Top,No
7,MLB (Marlins @ Mets): What will be the result of Yoenis Cespedes' (NYM) FIRST PLATE APPEARANCE?,57.7,unselectable,MLB,Hot,2016-04-11 19:25:00,Top,No
8,MLB (Marlins @ Mets): Which TEAM will record more TOTAL BASES during the 3rd through 6th Innings?,78.1,unselectable,MLB,Warmer,2016-04-11 20:08:38,Bottom,Yes
9,MLB: Who will WIN this matchup?,84.0,unselectable,MLB,Warm,2016-04-11 20:10:00,Top,No
10,NBA: Who will WIN this matchup?,95.5,unselectable,NBA,Warm,2016-04-11 20:10:00,Top,No
11,NBA: Who will WIN this matchup?,84.4,unselectable,NBA,Warm,2016-04-11 21:10:00,Bottom,Yes
12,MLB: Who will WIN this matchup?,94.5,unselectable,MLB,Warm,2016-04-11 22:05:00,Bottom,Yes
13,MLB: Who will WIN this matchup?,76.3,unselectable,MLB,Warm,2016-04-11 22:10:00,Bottom,Yes
14,NBA: Who will WIN this matchup?,70.9,unselectable,NBA,Warm,2016-04-11 22:10:00,Top,No
15,MLB (Marlins @ Mets): How many PLATE APPEARANCES will occur in the TOP of the 8th Inning?,59.2,unselectable,MLB,Hot,2016-04-11 22:24:00,Bottom,Yes
0,ATP Monte-Carlo Masters - 2nd Rd (#3 Roger Federer v. Guillermo Garcia-Lopez): What will be the match result?,96.5,unselectable,Tennis,Hot,2016-04-12 09:35:00,Top,No
1,EuroLeague - Quarters (Crvena Zvezda @ CSKA Moscow - Game 1): How many POINTS will CSKA SCORE in the 1st Half?,89.0,unselectable,Hoops,Hot,2016-04-12 13:00:00,Bottom,Yes
2,MLB: Who will WIN this matchup?,56.4,unselectable,MLB,Warmer,2016-04-12 13:10:00,Top,No
3,UEFA Champions League - Quarterfinals (2nd Leg): Which TEAM will ADVANCE? (Agg tied 2-2),50.3,unselectable,Soccer,Warmer,2016-04-12 14:45:00,Top,No
4,UEFA Champions League - Quarterfinals (2nd Leg): Which TEAM will ADVANCE? (Wolfsburg leads 2-0),70.1,unselectable,Soccer,Warm,2016-04-12 14:45:00,Top,No
5,NBA (Thunder @ Spurs): Which side will record a HIGHER TOTAL?,94.9,unselectable,NBA,Cold,2016-04-12 15:56:50,Top,No
6,MLB: Who will WIN this matchup?,96.1,unselectable,MLB,Hot,2016-04-12 16:10:00,Bottom,Yes
7,MLB: Who will WIN this matchup?,71.0,unselectable,MLB,Cold,2016-04-12 19:05:00,Top,No
8,MLB: Who will WIN this matchup?,57.7,unselectable,MLB,Cold,2016-04-12 19:07:00,Bottom,Yes
9,MLB: Who will WIN this matchup?,90.5,unselectable,MLB,Warm,2016-04-12 19:10:00,Bottom,Yes
10,MLB: Who will WIN this matchup?,93.4,unselectable,MLB,Cold,2016-04-12 19:10:00,Top,No
11,NBA: Who will WIN this matchup?,81.3,unselectable,NBA,Warm,2016-04-12 19:40:00,Top,No
12,MLB: Who will WIN this matchup?,71.0,unselectable,MLB,Cold,2016-04-12 20:10:00,Top,No
13,NBA: Who will WIN this matchup?,95.2,unselectable,NBA,Warmer,2016-04-12 20:11:00,Bottom,Yes
14,NBA (Thunder @ Spurs): Will the Spurs SCORE 25 Points or More in BOTH the 1st and 2nd Quarter?,83.8,unselectable,NBA,Warmer,2016-04-12 20:11:00,Bottom,Yes
15,MLB: Who will WIN this matchup?,92.0,unselectable,MLB,Warm,2016-04-12 20:40:00,Top,No
16,NBA (Thunder @ Spurs): How many 3-POINTERS will be MADE in the 3rd Quarter?,90.7,unselectable,NBA,Hot,2016-04-12 21:30:00,Bottom,Yes
17,MLB: Who will WIN this matchup?,66.6,unselectable,MLB,Warm,2016-04-12 22:05:00,Top,No
18,MLB: Who will WIN this matchup?,74.3,unselectable,MLB,Warmer,2016-04-12 22:10:00,Top,No
19,NBA: What will be the GAME RESULT?,79.7,unselectable,NBA,Hot,2016-04-12 22:46:03,Top,No
0,ATP Monte-Carlo Masters - 2nd Rd: Who will WIN this matchup?,94.1,unselectable,Tennis,Hot,2016-04-13 08:45:00,Top,No
1,Turkish Super League: What will be the match result?,89.8,unselectable,Soccer,Hot,2016-04-13 12:30:00,Bottom,Yes
2,MLB: Who will WIN this matchup?,79.2,unselectable,MLB,Warmer,2016-04-13 13:10:00,Bottom,Yes
3,English FA Cup - 6th Round Proper (Replay): Which TEAM will ADVANCE?,85.7,unselectable,Soccer,Warm,2016-04-13 14:00:00,Top,No
4,UEFA Champions League - Quarterfinals (2nd Leg): What will be the match result? (90 Min+Inj),97.8,unselectable,Soccer,Hot,2016-04-13 14:45:00,Top,No
5,UEFA Champions League - Quarterfinals (2nd Leg): What will be the match result? (90 Min+Inj),84.3,unselectable,Soccer,Cold,2016-04-13 14:45:00,Top,No
6,English Premier League (Everton @ Crystal Palace): Will the TEAM that SCORES FIRST WIN the match?,92.4,unselectable,Soccer,Warm,2016-04-13 15:00:00,Top,No
7,MLB: Who will WIN this matchup?,82.3,unselectable,MLB,Warm,2016-04-13 15:35:00,Top,No
8,MLB: Who will WIN this matchup?,53.4,unselectable,MLB,Cold,2016-04-13 15:40:00,Bottom,Yes
9,MLB: Who will WIN this matchup?,95.3,unselectable,MLB,Hot,2016-04-13 19:05:00,Bottom,Yes
10,MLB: Who will WIN this matchup?,76.2,unselectable,MLB,Cold,2016-04-13 19:05:00,Bottom,Yes
11,MLB: Who will WIN this matchup?,69.1,unselectable,MLB,Cold,2016-04-13 19:05:00,Bottom,Yes
12,MLB: Who will WIN this matchup?,57.0,unselectable,MLB,Cold,2016-04-13 19:07:00,Bottom,Yes
13,MLB: Who will WIN this matchup?,50.3,unselectable,MLB,Cold,2016-04-13 19:07:00,Top,No
14,MLB: Who will WIN this matchup?,79.2,unselectable,MLB,Cold,2016-04-13 19:10:00,Top,No
15,NHL Eastern Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,77.6,unselectable,NHL,Warm,2016-04-13 19:10:00,Bottom,Yes
16,MLB: Who will WIN this matchup?,92.3,unselectable,MLB,Warm,2016-04-13 20:05:00,Bottom,Yes
17,MLB: Who will WIN this matchup?,57.8,unselectable,MLB,Cold,2016-04-13 20:10:00,Top,No
18,NHL Eastern Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,78.4,unselectable,NHL,Cold,2016-04-13 20:10:00,Bottom,Yes
19,MLB: Who will WIN this matchup?,88.2,unselectable,MLB,Cold,2016-04-13 20:10:00,Top,No
20,NBA: Who will WIN this matchup?,71.7,unselectable,NBA,Cold,2016-04-13 20:10:00,Top,No
21,NBA Special: Which TEAM will EARN the 8th SEED in the Western Conference Playoffs?,98.0,unselectable,NBA,Warm,2016-04-13 20:10:00,Top,No
22,NBA: Who will WIN this matchup?,74.5,unselectable,NBA,Cold,2016-04-13 20:10:00,Bottom,Yes
23,NBA: Who will WIN this matchup?,97.8,unselectable,NBA,Cold,2016-04-13 20:10:00,Top,No
24,NBA: Who will WIN this matchup?,88.8,unselectable,NBA,Cold,2016-04-13 20:10:00,Top,No
25,MLB: Who will WIN this matchup?,94.2,unselectable,MLB,Cold,2016-04-13 20:15:00,Bottom,Yes
26,MLB: Who will WIN this matchup?,92.3,unselectable,MLB,Cold,2016-04-13 20:40:00,Top,No
27,NHL Western Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,66.9,unselectable,NHL,Cold,2016-04-13 21:43:00,Top,No
28,MLB: Who will WIN this matchup?,92.1,unselectable,MLB,Cold,2016-04-13 22:10:00,Bottom,Yes
29,NBA (Grizzlies @ Warriors): Will the Warriors SET THE RECORD for MOST REGULAR SINGLE SEASON WINS?,98.3,unselectable,NBA,Hot,2016-04-13 22:45:00,Top,No
30,NBA Kobe Special (MEM@GS/UTAH@LAL): Who will SCORE MORE POINTS?,94.6,unselectable,NBA,Cold,2016-04-13 22:45:00,Bottom,Yes
31,NBA Kobe Special (Jazz @ Lakers): Which LAKER will record the team's FIRST FIELD GOAL ATTEMPT?,73.5,unselectable,NBA,Warmer,2016-04-13 22:46:00,Top,No
32,NBA Kobe Special (Jazz @ Lakers): Which will Kobe Bryant (LAL) record MORE OF in the 2nd Quarter?,57.7,unselectable,NBA,Hot,2016-04-13 23:14:45,Top,No
33,NBA Kobe Special (Jazz @ Lakers): Will Kobe Bryant (LAL) MAKE A 3-POINTER in the 3rd Quarter?,89.2,unselectable,NBA,Hot,2016-04-14 00:00:00,Top,No
34,NBA Kobe Special (UTH@LAL): At what TIME in the 4th Qtr will Kobe record the FINAL FIELD GOAL ATTEMPT of his career?,96.6,unselectable,NBA,Hot,2016-04-14 00:35:25,Bottom,Yes
0,ATP Monte-Carlo Masters - 3rd Rd (#5 Rafael Nadal v. #12 Dominic Thiem): What will be the match result?,75.6,unselectable,Tennis,Hot,2016-04-14 08:10:00,Top,No
1,MLB: Who will WIN this matchup?,66.4,unselectable,MLB,Warmer,2016-04-14 12:35:00,Bottom,Yes
2,EuroLeague - Quarters (Crvena Zvezda @ CSKA Moscow - Game 2): Will EITHER TEAM LEAD BY DOUBLE DIGITS at HALFTIME?,92.1,unselectable,Hoops,Warmer,2016-04-14 13:00:00,Bottom,Yes
3,MLB: Who will WIN this matchup?,91.6,unselectable,MLB,Cold,2016-04-14 13:05:00,Bottom,Yes
4,MLB: Who will WIN this matchup?,83.6,unselectable,MLB,Cold,2016-04-14 13:10:00,Bottom,Yes
5,MLB: Who will WIN this matchup?,82.9,unselectable,MLB,Warm,2016-04-14 13:10:00,Top,No
6,MLB: Who will WIN this matchup?,98.3,unselectable,MLB,Warmer,2016-04-14 13:45:00,Bottom,Yes
7,UEFA Europa League - Rd of 16 (2nd Leg): Which TEAM will ADVANCE? (Agg. tied 1-1),76.6,unselectable,Soccer,Warm,2016-04-14 15:05:00,Bottom,Yes
8,UEFA Europa League - Rd of 16 (2nd Leg): What will be the match result? (90 Min+Inj),55.5,unselectable,Soccer,Cold,2016-04-14 15:05:00,Top,No
9,UEFA Europa League - Rd of 16 (2nd Leg): What will be the match result? (90 Min+Inj),99.3,unselectable,Soccer,Warm,2016-04-14 15:05:00,Bottom,Yes
10,UEFA Europa League - Rd of 16 (2nd Leg): What will be the match result? (90 Min+Inj),91.2,unselectable,Soccer,Cold,2016-04-14 15:05:00,Top,No
11,MLB: Who will WIN this matchup?,90.1,unselectable,MLB,Cold,2016-04-14 15:10:00,Top,No
12,MLB: Who will WIN this matchup?,96.3,unselectable,MLB,Hot,2016-04-14 16:05:00,Bottom,Yes
13,2016 WNBA Draft: What will be the ORDER of the FIRST THREE selections of the draft?,94.3,unselectable,WNBA,Warmer,2016-04-14 19:01:39,Top,No
14,MLB: Who will WIN this matchup?,83.5,unselectable,MLB,Cold,2016-04-14 19:07:00,Bottom,Yes
15,NHL Eastern Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,97.6,unselectable,NHL,Hot,2016-04-14 19:10:00,Bottom,Yes
16,MLB: Who will WIN this matchup?,95.0,unselectable,MLB,Warmer,2016-04-14 20:00:00,Bottom,Yes
17,MLB: Who will WIN this matchup?,51.0,unselectable,MLB,Cold,2016-04-14 20:05:00,Bottom,Yes
18,NHL Playoffs (Flyers @ Capitals): How many GOALS will be SCORED in the 2nd Period?,95.1,unselectable,NHL,Hot,2016-04-14 20:05:05,Bottom,Yes
19,MLB: Who will WIN this matchup?,85.1,unselectable,MLB,Warm,2016-04-14 20:10:00,Top,No
20,NHL Eastern Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,76.6,unselectable,NHL,Cold,2016-04-14 20:10:00,Bottom,Yes
21,NHL Playoffs (Flyers @ Capitals): Will a POWER PLAY GOAL be SCORED in the 3rd Period?,78.2,unselectable,NHL,Warmer,2016-04-14 21:02:51,Bottom,Yes
22,NHL Western Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,97.7,unselectable,NHL,Warmer,2016-04-14 21:42:00,Bottom,Yes
23,MLB: Who will WIN this matchup?,94.1,unselectable,MLB,Hot,2016-04-14 22:10:00,Bottom,Yes
24,NHL Western Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,90.1,unselectable,NHL,Hot,2016-04-14 22:40:00,Bottom,Yes
0,ATP Monte-Carlo Masters - Quarterfinal: Who will WIN this matchup?,76.7,unselectable,Tennis,Hot,2016-04-15 06:51:51,Top,No
1,Russian Premier League: What will be the match result?,89.9,unselectable,Soccer,Warmer,2016-04-15 12:00:00,Bottom,Yes
2,MLB: Who will WIN this matchup?,96.3,unselectable,MLB,Hot,2016-04-15 14:20:00,Bottom,Yes
3,German Bundesliga: What will be the match result?,92.2,unselectable,Soccer,Warm,2016-04-15 14:30:00,Top,No
4,Spanish Primera Division: What will be the match result?,98.2,unselectable,Soccer,Warm,2016-04-15 14:30:00,Top,No
5,French Ligue 1: What will be the match result?,93.6,unselectable,Soccer,Cold,2016-04-15 14:30:00,Bottom,Yes
6,MLB: Who will WIN this matchup?,92.2,unselectable,MLB,Warm,2016-04-15 19:05:00,Bottom,Yes
7,MLB: Who will WIN this matchup?,95.7,unselectable,MLB,Warm,2016-04-15 19:05:00,Top,No
8,MLB: Who will WIN this matchup?,94.1,unselectable,MLB,Cold,2016-04-15 19:05:00,Bottom,Yes
9,Major League Soccer: What will be the match result?,89.5,unselectable,Soccer,Cold,2016-04-15 19:07:00,Top,No
10,MLB: Who will WIN this matchup?,74.4,unselectable,MLB,Cold,2016-04-15 19:10:00,Bottom,Yes
11,MLB: Who will WIN this matchup?,52.2,unselectable,MLB,Cold,2016-04-15 19:10:00,Top,No
12,MLB: Who will WIN this matchup?,51.7,unselectable,MLB,Cold,2016-04-15 19:10:00,Bottom,Yes
13,MLB: Who will WIN this matchup?,98.2,unselectable,MLB,Warm,2016-04-15 19:10:00,Top,No
14,NHL Eastern Conference Playoffs - 1st Rd (Lightning lead 1-0): Who will WIN this matchup?,62.0,unselectable,NHL,Cold,2016-04-15 19:10:00,Bottom,Yes
15,NHL Eastern Conference Playoffs - 1st Rd (Islanders lead 1-0): Who will WIN this matchup?,92.4,unselectable,NHL,Warm,2016-04-15 19:40:00,Bottom,Yes
16,MLB: Who will WIN this matchup?,68.2,unselectable,MLB,Cold,2016-04-15 20:05:00,Top,No
17,MLB: Who will WIN this matchup?,85.1,unselectable,MLB,Cold,2016-04-15 20:10:00,Top,No
18,NHL Western Conference Playoffs - 1st Rd (Blues lead 1-0): Who will WIN this matchup?,83.0,unselectable,NHL,Cold,2016-04-15 20:10:00,Top,No
19,MLB: Who will WIN this matchup?,76.3,unselectable,MLB,Cold,2016-04-15 20:10:00,Bottom,Yes
20,NHL Playoffs (Blackhawks @ Blues): Which TEAM will go on the POWER PLAY FIRST in the 1st Period?,83.3,unselectable,NHL,Warm,2016-04-15 20:10:00,Top,No
21,MLB: Who will WIN this matchup?,95.1,unselectable,MLB,Warm,2016-04-15 20:15:00,Bottom,Yes
22,NHL Playoffs (Blackhawks @ Blues): Which TEAM will SCORE FIRST in the 2nd Period?,86.5,unselectable,NHL,Warmer,2016-04-15 21:00:00,Top,No
23,NHL Playoffs (Blackhawks @ Blues): Will a GOAL be SCORED in the FIRST 10 MINUTES of the 3rd Period?,60.4,unselectable,NHL,Warmer,2016-04-15 22:01:04,Bottom,Yes
24,MLB: Who will WIN this matchup?,97.4,unselectable,MLB,Warm,2016-04-15 22:05:00,Top,No
25,MLB: Who will WIN this matchup?,78.8,unselectable,MLB,Warm,2016-04-15 22:10:00,Bottom,Yes
26,MLB: Who will WIN this matchup?,92.0,unselectable,MLB,Warmer,2016-04-15 22:41:00,Top,No
27,NHL Western Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,96.2,unselectable,NHL,Hot,2016-04-15 22:46:00,Bottom,Yes
0,ATP Monte-Carlo Masters - Semifinal: Who will WIN this matchup?,55.5,unselectable,Tennis,Hot,2016-04-16 07:10:00,Top,No
1,German Bundesliga: What will be the match result?,76.1,unselectable,Soccer,Warm,2016-04-16 12:30:00,Bottom,Yes
2,English Premier League (Manchester City @ Chelsea): What will be the match result?,98.4,unselectable,Soccer,Warmer,2016-04-16 12:30:00,Bottom,Yes
3,NBA Eastern Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,98.1,unselectable,NBA,Hot,2016-04-16 12:35:00,Bottom,Yes
4,MLB: Who will WIN this matchup?,63.2,unselectable,MLB,Warm,2016-04-16 13:05:00,Top,No
5,MLB: Who will WIN this matchup?,93.0,unselectable,MLB,Warmer,2016-04-16 14:10:00,Top,No
6,MLB: Who will WIN this matchup?,96.2,unselectable,MLB,Warm,2016-04-16 14:15:00,Bottom,Yes
7,Italian Serie A: What will be the match result?,93.6,unselectable,Soccer,Warmer,2016-04-16 14:45:00,Bottom,Yes
8,NHL Eastern Conference Playoffs - 1st Rd (Penguins lead 1-0): Who will WIN this matchup?,84.2,unselectable,NHL,Warm,2016-04-16 15:10:00,Bottom,Yes
9,NBA Western Conference Playoffs - 1st Rd (Rockets @ Warriors - Game 1): What will be the GAME RESULT?,53.7,unselectable,NBA,Warmer,2016-04-16 15:35:00,Bottom,Yes
10,MLB: Who will WIN this matchup?,83.4,unselectable,MLB,Warmer,2016-04-16 16:05:00,Top,No
11,MLB: Who will WIN this matchup?,79.2,unselectable,MLB,Cold,2016-04-16 16:05:00,Bottom,Yes
12,MLB: Who will WIN this matchup?,94.0,unselectable,MLB,Warm,2016-04-16 16:10:00,Top,No
13,Major League Soccer: What will be the match result?,88.2,unselectable,Soccer,Warmer,2016-04-16 17:07:00,Top,No
14,MLB: Who will WIN this matchup?,88.3,unselectable,MLB,Warm,2016-04-16 18:10:00,Top,No
15,MLB: Who will WIN this matchup?,98.2,unselectable,MLB,Warm,2016-04-16 19:05:00,Top,No
16,MLB: Who will WIN this matchup?,90.5,unselectable,MLB,Cold,2016-04-16 19:05:00,Bottom,Yes
17,MLB: Who will WIN this matchup?,81.4,unselectable,MLB,Cold,2016-04-16 19:10:00,Top,No
18,MLB: Who will WIN this matchup?,79.8,unselectable,MLB,Cold,2016-04-16 19:10:00,Bottom,Yes
19,NBA Eastern Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,64.0,unselectable,NBA,Warm,2016-04-16 19:10:00,Bottom,Yes
20,NHL Eastern Conference Playoffs - 1st Rd (Capitals lead 1-0): Who will WIN this matchup?,94.4,unselectable,NHL,Cold,2016-04-16 19:10:00,Bottom,Yes
21,NBA Playoffs (Celtics @ Hawks): Which side will record a HIGHER TOTAL in the 1st Half?,71.5,unselectable,NBA,Warmer,2016-04-16 19:10:00,Top,No
22,MLB: Who will WIN this matchup?,83.3,unselectable,MLB,Cold,2016-04-16 20:05:00,Top,No
23,NHL Western Conference Playoffs - 1st Rd (Stars lead 1-0): Who will WIN this matchup?,97.4,unselectable,NHL,Warmer,2016-04-16 20:10:00,Bottom,Yes
24,"NBA Playoffs (Celtics @ Hawks): Will a successful ""AND 1"" occur in the 3rd Quarter?",89.2,unselectable,NBA,Hot,2016-04-16 20:30:00,Top,No
25,PBC WBO Cruiserweight Title Fight (New York): Who will WIN this FIGHT?,96.4,unselectable,Boxing,Warm,2016-04-16 20:34:38,Top,No
26,MLB: Who will WIN this matchup?,85.9,unselectable,MLB,Cold,2016-04-16 20:40:00,Top,No
27,MLB: Who will WIN this matchup?,58.8,unselectable,MLB,Warm,2016-04-16 21:10:00,Bottom,Yes
28,NBA Western Conference Playoffs - 1st Rd (Game 1): What will be the GAME RESULT?,71.0,unselectable,NBA,Warm,2016-04-16 21:35:00,Bottom,Yes
29,"UFC Fight Night (Tampa, FL): Who will WIN this FIGHT?",79.8,unselectable,MMA,Warmer,2016-04-16 21:58:00,Bottom,Yes
30,Major League Soccer: What will be the match result?,92.7,unselectable,Soccer,Warm,2016-04-16 22:07:00,Bottom,Yes
31,PBC Welterweight Fight (Errol Spence Jr. v. Chris Algieri): What will be the FIGHT RESULT?,82.5,unselectable,Boxing,Warm,2016-04-16 22:12:20,Bottom,Yes
32,NHL Western Conference Playoffs - 1st Rd (Sharks lead 1-0): Who will WIN this matchup?,93.3,unselectable,NHL,Hot,2016-04-16 22:42:00,Bottom,Yes
0,English Premier League: What will be the match result?,85.9,unselectable,Soccer,Warmer,2016-04-17 08:30:00,Bottom,Yes
1,English Premier League: What will be the match result?,96.3,unselectable,Soccer,Warmer,2016-04-17 08:30:00,Top,No
2,ATP Monte-Carlo Masters - Final (#5 Rafael Nadal v. #13 Gael Monfils): What will be the match result?,86.2,unselectable,Tennis,Warmer,2016-04-17 08:40:00,Top,No
3,German Bundesliga: What will be the match result?,71.8,unselectable,Soccer,Warm,2016-04-17 09:30:00,Top,No
4,English Premier League: What will be the match result?,63.8,unselectable,Soccer,Warm,2016-04-17 11:00:00,Top,No
5,NCAA Lacrosse: Who will WIN this matchup?,97.5,unselectable,LAX,Hot,2016-04-17 12:02:00,Top,No
6,MLB: Who will WIN this matchup?,87.2,unselectable,MLB,Warm,2016-04-17 13:05:00,Bottom,Yes
7,MLB: Who will WIN this matchup?,80.9,unselectable,MLB,Warm,2016-04-17 13:10:00,Bottom,Yes
8,MLB: Who will WIN this matchup?,78.3,unselectable,MLB,Cold,2016-04-17 13:10:00,Bottom,Yes
9,MLB: Who will WIN this matchup?,90.5,unselectable,MLB,Cold,2016-04-17 13:10:00,Top,No
10,"NASCAR Food City 500 (Bristol, TN): Will EITHER Kyle Busch OR Joey Logano have a Top-3 FINISH?",77.3,unselectable,NASCAR,Cold,2016-04-17 13:10:00,Top,No
11,MLB: Who will WIN this matchup?,62.0,unselectable,MLB,Cold,2016-04-17 13:35:00,Top,No
12,MLB: Who will WIN this matchup?,94.9,unselectable,MLB,Cold,2016-04-17 13:35:00,Bottom,Yes
13,MLB: Who will WIN this matchup?,98.5,unselectable,MLB,Warmer,2016-04-17 13:35:00,Top,No
14,MLB: Who will WIN this matchup?,85.7,unselectable,MLB,Cold,2016-04-17 14:10:00,Top,No
15,MLB: Who will WIN this matchup?,88.0,unselectable,MLB,Cold,2016-04-17 14:10:00,Top,No
16,MLB: Who will WIN this matchup?,96.2,unselectable,MLB,Warmer,2016-04-17 14:15:00,Bottom,Yes
17,NBA Eastern Conference Playoffs - 1st Rd (Game 1): What will be the GAME RESULT?,81.0,unselectable,NBA,Warmer,2016-04-17 15:10:00,Bottom,Yes
18,NHL Western Conference Playoffs - 1st Rd (Series tied 1-1): Who will WIN this matchup?,91.4,unselectable,NHL,Warmer,2016-04-17 15:20:00,Bottom,Yes
19,Major League Soccer: What will be the match result?,64.9,unselectable,Soccer,Cold,2016-04-17 15:58:18,Top,No
20,MLB: Who will WIN this matchup?,95.3,unselectable,MLB,Warmer,2016-04-17 16:05:00,Top,No
21,MLB: Who will WIN this matchup?,76.8,unselectable,MLB,Cold,2016-04-17 16:40:00,Top,No
22,NBA Eastern Conference Playoffs - 1st Rd (Game 1): Who will WIN this matchup?,90.5,unselectable,NBA,Hot,2016-04-17 17:40:00,Bottom,Yes
23,NHL Eastern Conference Playoffs - 1st Rd (Lightning lead 2-0): Who will WIN this matchup?,68.9,unselectable,NHL,Warm,2016-04-17 19:10:00,Bottom,Yes
24,Major League Soccer: What will be the match result?,92.4,unselectable,Soccer,Warm,2016-04-17 19:18:04,Top,No
25,MLB: Who will WIN this matchup?,65.8,unselectable,MLB,Warm,2016-04-17 20:07:00,Bottom,Yes
26,NHL Eastern Conference Playoffs - 1st Rd (Series tied 1-1): Who will WIN this matchup?,76.1,unselectable,NHL,Cold,2016-04-17 20:10:00,Bottom,Yes
27,NBA Western Conference Playoffs - 1st Rd (Grizzlies @ Spurs - Game 1): What will be the GAME RESULT?,50.7,unselectable,NBA,Cold,2016-04-17 20:15:00,Top,No
28,NBA Playoffs (Grizzlies @ Spurs): Will the Spurs OUTSCORE the Grizzlies by 3+ POINTS in BOTH the 1st AND 2nd Quarter?,92.7,unselectable,NBA,Hot,2016-04-17 20:15:00,Top,No
29,NBA Playoffs (Grizzlies @ Spurs): Will EITHER TEAM SHOOT 50% or BETTER from the field in the 3rd Quarter?,60.9,unselectable,NBA,Warmer,2016-04-17 21:29:00,Top,No
30,NBA Western Conference Playoffs - 1st Rd (Game 1): What will be the GAME RESULT?,84.3,unselectable,NBA,Warmer,2016-04-17 22:41:17,Top,No
31,NHL Western Conference Playoffs - 1st Rd (Predators lead 1-0): Who will WIN this matchup?,97.1,unselectable,NHL,Hot,2016-04-17 22:46:00,Bottom,Yes
0,ATP Barcelona - 1st Rd: Who will WIN this matchup?,95.9,unselectable,Tennis,Hot,2016-04-18 09:15:00,Bottom,Yes
1,2016 Boston Marathon: Which COUNTRY will the MEN'S WINNER represent?,57.1,unselectable,Track,Warmer,2016-04-18 09:55:00,Top,No
2,MLB: Who will WIN this matchup?,57.2,unselectable,MLB,Warmer,2016-04-18 11:05:00,Bottom,Yes
3,Swedish Allsvenskan: What will be the match result?,93.7,unselectable,Soccer,Hot,2016-04-18 13:00:00,Top,No
4,Danish Superliga: What will be the match result?,51.4,unselectable,Soccer,Cold,2016-04-18 13:00:00,Top,No
5,English Premier League: What will be the match result?,86.4,unselectable,Soccer,Hot,2016-04-18 15:02:00,Top,No
6,MLB: Who will WIN this matchup?,95.3,unselectable,MLB,Warmer,2016-04-18 19:05:00,Top,No
7,MLB: Who will WIN this matchup?,51.3,unselectable,MLB,Cold,2016-04-18 19:10:00,Bottom,Yes
8,MLB: Who will WIN this matchup?,86.8,unselectable,MLB,Warm,2016-04-18 19:10:00,Top,No
9,NHL Eastern Conference Playoffs - 1st Rd (Capitals lead 2-0): Who will WIN this matchup?,86.2,unselectable,NHL,Cold,2016-04-18 19:10:00,Top,No
10,NBA Eastern Conference Playoffs - 1st Rd (Pacers lead 1-0): Who will WIN this matchup?,96.9,unselectable,NBA,Warmer,2016-04-18 19:10:00,Bottom,Yes
11,NHL/NBA Playoffs (Capitals@Flyers / Pacers@Raptors): Which side will record a HIGHER TOTAL?,78.2,unselectable,Unknown,Warm,2016-04-18 19:10:00,Bottom,Yes
12,MLB: Who will WIN this matchup?,73.1,unselectable,MLB,Warm,2016-04-18 20:07:00,Top,No
